OrderID,Date,Customer,Product,Category,Quantity,Price
1208,2023-03-08,Neha Verma,Printer,Electronics,2,8999
1209,2023-07-05,Amit Sharma,Mouse,Electronics,2,499
1210,2023-05-14,Priya Singh,Mouse,Electronics,3,499
1212,2023-10-30,Rahul Mehta,Laptop,Electronics,3,45999
1213,2023-10-26,Anjali Chauhan,Printer,Electronics,5,8999
1214,2023-08-23,Priya Singh,Smartphone,Electronics,4,15999
1217,2023-01-27,Rahul Mehta,Mouse,Electronics,2,499
1223,2023-05-09,Rahul Mehta,Smartphone,Electronics,1,15999
1224,2023-11-29,Priya Singh,Headphones,Electronics,4,1299
1226,2023-10-18,Priya Singh,Printer,Electronics,2,8999
1230,2023-09-23,Rahul Mehta,Mouse,Electronics,1,499
1231,2023-08-12,Rahul Mehta,Smartphone,Electronics,2,15999
1232,2023-07-16,Anjali Chauhan,Mouse,Electronics,4,499
1234,2023-08-05,Neha Verma,Mouse,Electronics,2,499
1235,2023-02-05,Priya Singh,Printer,Electronics,4,8999
1237,2023-09-05,Anjali Chauhan,Mouse,Electronics,2,499
1238,2023-09-18,Amit Sharma,Smartphone,Electronics,4,15999
1240,2023-07-03,Neha Verma,Mouse,Electronics,4,499
1241,2023-09-22,Rahul Mehta,Headphones,Electronics,1,1299
1243,2023-12-27,Amit Sharma,Smartphone,Electronics,5,15999
1244,2023-09-02,Rahul Mehta,Smartphone,Electronics,5,15999
1245,2023-09-28,Rahul Mehta,Headphones,Electronics,3,1299
1249,2023-02-25,Priya Singh,Headphones,Electronics,4,1299
1256,2023-02-16,Rahul Mehta,Smartphone,Electronics,3,15999
1258,2023-06-14,Priya Singh,Headphones,Electronics,2,1299
1265,2023-04-17,Anjali Chauhan,Smartphone,Electronics,5,15999
1266,2023-07-25,Anjali Chauhan,Laptop,Electronics,4,45999
1267,2023-04-06,Rohit Gupta,Headphones,Electronics,5,1299
1268,2023-02-27,Amit Sharma,Headphones,Electronics,5,1299
1269,2023-09-01,Anjali Chauhan,Printer,Electronics,2,8999
1270,2023-11-26,Neha Verma,Mouse,Electronics,3,499
1273,2023-04-17,Anjali Chauhan,Laptop,Electronics,2,45999
1274,2023-08-30,Neha Verma,Printer,Electronics,1,8999
1277,2023-04-11,Neha Verma,Laptop,Electronics,3,45999
1278,2023-04-29,Rohit Gupta,Printer,Electronics,5,8999
1279,2023-09-29,Neha Verma,Laptop,Electronics,2,45999
1280,2023-10-01,Anjali Chauhan,Laptop,Electronics,5,45999
1281,2023-05-05,Amit Sharma,Printer,Electronics,5,8999
1283,2023-10-26,Amit Sharma,Printer,Electronics,4,8999
1284,2023-06-20,Rohit Gupta,Printer,Electronics,1,8999
1285,2023-09-19,Anjali Chauhan,Mouse,Electronics,1,499
1286,2023-02-21,Amit Sharma,Mouse,Electronics,4,499
1287,2023-04-22,Amit Sharma,Headphones,Electronics,4,1299
1290,2023-06-10,Amit Sharma,Smartphone,Electronics,5,15999
1291,2023-10-02,Rahul Mehta,Mouse,Electronics,4,499
1295,2023-11-04,Neha Verma,Laptop,Electronics,5,45999
1297,2023-05-06,Priya Singh,Headphones,Electronics,3,1299
1300,2023-08-31,Neha Verma,Smartphone,Electronics,2,15999
1302,2023-03-01,Anjali Chauhan,Laptop,Electronics,1,45999
1303,2023-06-20,Neha Verma,Laptop,Electronics,5,45999
1304,2023-10-30,Anjali Chauhan,Printer,Electronics,1,8999
1305,2023-05-05,Rohit Gupta,Smartphone,Electronics,4,15999
1306,2023-12-19,Priya Singh,Laptop,Electronics,4,45999
1308,2023-07-17,Anjali Chauhan,Smartphone,Electronics,3,15999
1312,2023-09-08,Neha Verma,Headphones,Electronics,2,1299
1313,2023-04-27,Priya Singh,Printer,Electronics,4,8999
1314,2023-08-12,Anjali Chauhan,Smartphone,Electronics,1,15999
1315,2023-08-16,Rahul Mehta,Smartphone,Electronics,4,15999
1319,2023-06-29,Anjali Chauhan,Headphones,Electronics,2,1299
1320,2023-11-27,Rohit Gupta,Printer,Electronics,3,8999
1321,2023-06-12,Priya Singh,Printer,Electronics,5,8999
1322,2023-05-27,Amit Sharma,Printer,Electronics,3,8999
1324,2023-05-26,Rahul Mehta,Laptop,Electronics,4,45999
1326,2023-02-18,Rohit Gupta,Printer,Electronics,5,8999
1329,2023-05-23,Neha Verma,Laptop,Electronics,3,45999
1330,2023-12-08,Anjali Chauhan,Smartphone,Electronics,2,15999
1331,2023-07-02,Neha Verma,Printer,Electronics,4,8999
1332,2023-12-17,Priya Singh,Headphones,Electronics,4,1299
1333,2023-10-06,Rahul Mehta,Smartphone,Electronics,5,15999
1336,2023-08-13,Rohit Gupta,Laptop,Electronics,5,45999
1338,2023-07-12,Priya Singh,Laptop,Electronics,4,45999
1339,2023-09-08,Amit Sharma,Printer,Electronics,1,8999
1340,2023-08-16,Rahul Mehta,Headphones,Electronics,3,1299
1341,2023-02-15,Rahul Mehta,Smartphone,Electronics,5,15999
1344,2023-02-22,Rahul Mehta,Headphones,Electronics,3,1299
1346,2023-10-14,Priya Singh,Smartphone,Electronics,2,15999
1350,2023-10-25,Rohit Gupta,Headphones,Electronics,2,1299
1351,2023-06-12,Rahul Mehta,Headphones,Electronics,5,1299
1352,2023-07-26,Amit Sharma,Laptop,Electronics,4,45999
1355,2023-12-24,Neha Verma,Mouse,Electronics,4,499
1358,2023-01-19,Neha Verma,Printer,Electronics,5,8999
1359,2023-12-14,Rahul Mehta,Headphones,Electronics,4,1299
1361,2023-11-29,Rohit Gupta,Printer,Electronics,2,8999
1363,2023-08-15,Rahul Mehta,Mouse,Electronics,4,499
1364,2023-08-23,Neha Verma,Mouse,Electronics,4,499
1366,2023-07-02,Anjali Chauhan,Headphones,Electronics,4,1299
1369,2023-11-30,Amit Sharma,Printer,Electronics,4,8999
1372,2023-10-21,Neha Verma,Printer,Electronics,4,8999
1373,2023-05-05,Rohit Gupta,Smartphone,Electronics,2,15999
1374,2023-10-15,Neha Verma,Smartphone,Electronics,5,15999
1379,2023-10-25,Anjali Chauhan,Smartphone,Electronics,2,15999
1385,2023-11-08,Anjali Chauhan,Laptop,Electronics,4,45999
1386,2023-08-06,Rohit Gupta,Laptop,Electronics,4,45999
1388,2023-07-31,Neha Verma,Headphones,Electronics,1,1299
1390,2023-08-21,Anjali Chauhan,Printer,Electronics,5,8999
1392,2023-12-29,Rohit Gupta,Printer,Electronics,4,8999
1395,2023-05-29,Amit Sharma,Mouse,Electronics,4,499
1397,2023-05-10,Rahul Mehta,Smartphone,Electronics,3,15999
1400,2023-04-18,Rohit Gupta,Headphones,Electronics,2,1299
1405,2023-07-30,Priya Singh,Smartphone,Electronics,5,15999
1409,2023-03-25,Anjali Chauhan,Headphones,Electronics,3,1299
1411,2023-12-07,Amit Sharma,Printer,Electronics,4,8999
1412,2023-01-03,Priya Singh,Printer,Electronics,1,8999
1414,2023-12-20,Priya Singh,Headphones,Electronics,4,1299
1415,2023-02-04,Priya Singh,Laptop,Electronics,3,45999
1418,2023-12-19,Amit Sharma,Mouse,Electronics,4,499
1420,2023-09-10,Neha Verma,Headphones,Electronics,1,1299
1426,2023-05-14,Rahul Mehta,Smartphone,Electronics,5,15999
1427,2023-01-07,Neha Verma,Laptop,Electronics,3,45999
1429,2023-03-31,Rohit Gupta,Mouse,Electronics,5,499
1430,2023-03-29,Rahul Mehta,Laptop,Electronics,5,45999
1432,2023-02-28,Rahul Mehta,Laptop,Electronics,2,45999
1433,2023-03-12,Anjali Chauhan,Mouse,Electronics,5,499
1434,2023-10-28,Amit Sharma,Mouse,Electronics,1,499
1435,2023-07-03,Anjali Chauhan,Printer,Electronics,3,8999
1436,2023-02-06,Neha Verma,Laptop,Electronics,2,45999
1437,2023-12-19,Priya Singh,Printer,Electronics,1,8999
1441,2023-06-12,Rohit Gupta,Mouse,Electronics,3,499
1442,2023-11-08,Neha Verma,Laptop,Electronics,4,45999
1443,2023-01-30,Rohit Gupta,Mouse,Electronics,2,499
1444,2023-03-14,Anjali Chauhan,Printer,Electronics,4,8999
1446,2023-02-10,Amit Sharma,Smartphone,Electronics,4,15999
1448,2023-12-28,Neha Verma,Headphones,Electronics,1,1299
1449,2023-07-12,Rohit Gupta,Smartphone,Electronics,4,15999
1452,2023-08-13,Priya Singh,Laptop,Electronics,4,45999
1453,2023-04-29,Amit Sharma,Laptop,Electronics,5,45999
1455,2023-02-23,Amit Sharma,Headphones,Electronics,1,1299
1457,2023-01-01,Rohit Gupta,Headphones,Electronics,1,1299
1462,2023-06-29,Priya Singh,Smartphone,Electronics,3,15999
1463,2023-02-17,Priya Singh,Smartphone,Electronics,3,15999
1468,2023-08-19,Anjali Chauhan,Printer,Electronics,1,8999
1469,2023-12-18,Rahul Mehta,Smartphone,Electronics,4,15999
1470,2023-02-21,Priya Singh,Printer,Electronics,5,8999
1473,2023-01-23,Anjali Chauhan,Headphones,Electronics,3,1299
1474,2023-06-04,Anjali Chauhan,Printer,Electronics,4,8999
1475,2023-02-03,Priya Singh,Mouse,Electronics,5,499
1478,2023-10-11,Rahul Mehta,Printer,Electronics,1,8999
1479,2023-12-30,Rohit Gupta,Printer,Electronics,5,8999
1481,2023-03-04,Priya Singh,Laptop,Electronics,1,45999
1483,2023-10-26,Neha Verma,Printer,Electronics,1,8999
1484,2023-04-15,Rohit Gupta,Laptop,Electronics,3,45999
1487,2023-06-19,Amit Sharma,Mouse,Electronics,3,499
1489,2023-09-10,Anjali Chauhan,Laptop,Electronics,2,45999
1491,2023-06-14,Rahul Mehta,Printer,Electronics,4,8999
1493,2023-02-19,Anjali Chauhan,Laptop,Electronics,1,45999
1494,2023-10-23,Rahul Mehta,Headphones,Electronics,2,1299
1501,2023-02-26,Anjali Chauhan,Headphones,Electronics,2,1299
1502,2023-09-29,Neha Verma,Smartphone,Electronics,4,15999
1506,2023-10-03,Anjali Chauhan,Printer,Electronics,4,8999
1507,2023-10-29,Amit Sharma,Printer,Electronics,4,8999
1509,2023-04-12,Neha Verma,Mouse,Electronics,1,499
1510,2023-11-10,Rohit Gupta,Smartphone,Electronics,1,15999
1511,2023-03-24,Anjali Chauhan,Printer,Electronics,5,8999
1512,2023-02-25,Neha Verma,Headphones,Electronics,3,1299
1515,2023-08-07,Rahul Mehta,Smartphone,Electronics,4,15999
1519,2023-04-05,Rohit Gupta,Laptop,Electronics,4,45999
1522,2023-04-23,Rohit Gupta,Printer,Electronics,3,8999
1523,2023-10-29,Amit Sharma,Printer,Electronics,2,8999
1524,2023-09-05,Priya Singh,Headphones,Electronics,4,1299
1526,2023-10-02,Rahul Mehta,Smartphone,Electronics,5,15999
1527,2023-02-23,Rahul Mehta,Headphones,Electronics,4,1299
1530,2023-11-19,Neha Verma,Mouse,Electronics,2,499
1531,2023-09-28,Amit Sharma,Mouse,Electronics,3,499
1532,2023-09-06,Neha Verma,Printer,Electronics,4,8999
1534,2023-10-18,Neha Verma,Printer,Electronics,5,8999
1535,2023-12-25,Anjali Chauhan,Mouse,Electronics,3,499
1540,2023-08-22,Priya Singh,Laptop,Electronics,3,45999
1542,2023-12-02,Priya Singh,Smartphone,Electronics,2,15999
1550,2023-08-02,Rohit Gupta,Mouse,Electronics,3,499
1553,2023-03-10,Neha Verma,Headphones,Electronics,4,1299
1554,2023-08-17,Neha Verma,Printer,Electronics,3,8999
1555,2023-03-06,Anjali Chauhan,Printer,Electronics,5,8999
1557,2023-10-22,Amit Sharma,Mouse,Electronics,2,499
1559,2023-02-17,Priya Singh,Laptop,Electronics,3,45999
1560,2023-09-18,Priya Singh,Laptop,Electronics,1,45999
1561,2023-04-27,Rohit Gupta,Laptop,Electronics,2,45999
1563,2023-02-19,Rahul Mehta,Laptop,Electronics,1,45999
1565,2023-12-16,Priya Singh,Printer,Electronics,2,8999
1567,2023-03-14,Amit Sharma,Headphones,Electronics,3,1299
1568,2023-12-16,Amit Sharma,Mouse,Electronics,5,499
1569,2023-09-10,Priya Singh,Smartphone,Electronics,5,15999
1573,2023-07-13,Neha Verma,Mouse,Electronics,5,499
1574,2023-08-29,Amit Sharma,Smartphone,Electronics,5,15999
1575,2023-08-18,Anjali Chauhan,Headphones,Electronics,4,1299
1578,2023-04-09,Anjali Chauhan,Smartphone,Electronics,1,15999
1584,2023-02-27,Anjali Chauhan,Headphones,Electronics,3,1299
1586,2023-07-23,Neha Verma,Printer,Electronics,1,8999
1589,2023-12-19,Rohit Gupta,Smartphone,Electronics,2,15999
1591,2023-12-18,Rahul Mehta,Smartphone,Electronics,2,15999
1592,2023-02-11,Neha Verma,Mouse,Electronics,2,499
1594,2023-06-03,Amit Sharma,Smartphone,Electronics,5,15999
1595,2023-04-10,Rohit Gupta,Headphones,Electronics,3,1299
1597,2023-01-18,Rahul Mehta,Laptop,Electronics,5,45999
1598,2023-08-20,Anjali Chauhan,Mouse,Electronics,2,499
1599,2023-06-16,Amit Sharma,Smartphone,Electronics,5,15999
1600,2023-05-02,Rahul Mehta,Laptop,Electronics,5,45999
1603,2023-04-25,Rahul Mehta,Smartphone,Electronics,3,15999
1604,2023-04-05,Priya Singh,Smartphone,Electronics,1,15999
1606,2023-06-15,Amit Sharma,Headphones,Electronics,5,1299
1607,2023-03-23,Rahul Mehta,Mouse,Electronics,1,499
1611,2023-11-29,Anjali Chauhan,Mouse,Electronics,1,499
1614,2023-03-25,Rahul Mehta,Smartphone,Electronics,3,15999
1618,2023-05-07,Rahul Mehta,Headphones,Electronics,5,1299
1622,2023-07-23,Priya Singh,Headphones,Electronics,4,1299
1623,2023-03-04,Rahul Mehta,Printer,Electronics,5,8999
1624,2023-08-16,Neha Verma,Smartphone,Electronics,5,15999
1625,2023-03-18,Anjali Chauhan,Mouse,Electronics,4,499
1627,2023-12-07,Amit Sharma,Smartphone,Electronics,3,15999
1628,2023-11-27,Anjali Chauhan,Smartphone,Electronics,2,15999
1634,2023-10-09,Neha Verma,Printer,Electronics,2,8999
1635,2023-09-11,Priya Singh,Laptop,Electronics,5,45999
1636,2023-12-12,Rahul Mehta,Laptop,Electronics,5,45999
1637,2023-04-29,Priya Singh,Mouse,Electronics,2,499
1640,2023-12-25,Rahul Mehta,Printer,Electronics,3,8999
1642,2023-06-04,Anjali Chauhan,Smartphone,Electronics,4,15999
1643,2023-12-22,Anjali Chauhan,Mouse,Electronics,3,499
1645,2023-08-28,Neha Verma,Laptop,Electronics,3,45999
1646,2023-04-13,Neha Verma,Mouse,Electronics,2,499
1647,2023-09-10,Amit Sharma,Printer,Electronics,5,8999
1648,2023-01-14,Amit Sharma,Printer,Electronics,4,8999
1650,2023-03-26,Neha Verma,Smartphone,Electronics,5,15999
1651,2023-10-23,Amit Sharma,Printer,Electronics,1,8999
1654,2023-05-09,Amit Sharma,Mouse,Electronics,4,499
1656,2023-04-25,Amit Sharma,Mouse,Electronics,3,499
1657,2023-07-05,Rohit Gupta,Mouse,Electronics,2,499
1658,2023-08-28,Priya Singh,Smartphone,Electronics,5,15999
1660,2023-06-15,Priya Singh,Printer,Electronics,2,8999
1661,2023-10-27,Anjali Chauhan,Smartphone,Electronics,4,15999
1663,2023-04-04,Anjali Chauhan,Laptop,Electronics,2,45999
1665,2023-01-28,Priya Singh,Smartphone,Electronics,2,15999
1668,2023-09-25,Rahul Mehta,Headphones,Electronics,2,1299
1669,2023-03-27,Rahul Mehta,Headphones,Electronics,3,1299
1670,2023-04-25,Rohit Gupta,Headphones,Electronics,2,1299
1671,2023-12-20,Anjali Chauhan,Mouse,Electronics,1,499
1678,2023-04-24,Priya Singh,Laptop,Electronics,5,45999
1679,2023-03-28,Amit Sharma,Laptop,Electronics,2,45999
1680,2023-07-25,Priya Singh,Laptop,Electronics,2,45999
1682,2023-10-25,Amit Sharma,Mouse,Electronics,1,499
1683,2023-10-30,Priya Singh,Mouse,Electronics,4,499
1685,2023-07-29,Rahul Mehta,Laptop,Electronics,1,45999
1686,2023-01-27,Rohit Gupta,Mouse,Electronics,4,499
1688,2023-11-23,Priya Singh,Printer,Electronics,5,8999
1691,2023-11-04,Priya Singh,Laptop,Electronics,4,45999
1692,2023-12-06,Rahul Mehta,Laptop,Electronics,2,45999
1693,2023-09-25,Priya Singh,Mouse,Electronics,3,499
1697,2023-12-12,Priya Singh,Printer,Electronics,5,8999
1698,2023-10-12,Neha Verma,Printer,Electronics,4,8999
1702,2023-11-24,Priya Singh,Printer,Electronics,4,8999
1707,2023-01-07,Priya Singh,Smartphone,Electronics,1,15999
1709,2023-05-04,Neha Verma,Smartphone,Electronics,1,15999
1711,2023-11-08,Amit Sharma,Headphones,Electronics,5,1299
1713,2023-02-22,Rahul Mehta,Mouse,Electronics,2,499
1717,2023-06-19,Priya Singh,Laptop,Electronics,1,45999
1720,2023-01-23,Anjali Chauhan,Laptop,Electronics,2,45999
1724,2023-01-27,Anjali Chauhan,Headphones,Electronics,2,1299
1726,2023-08-26,Neha Verma,Headphones,Electronics,4,1299
1729,2023-02-01,Neha Verma,Mouse,Electronics,1,499
1730,2023-09-29,Priya Singh,Printer,Electronics,2,8999
1731,2023-09-06,Amit Sharma,Printer,Electronics,2,8999
1732,2023-10-24,Amit Sharma,Laptop,Electronics,1,45999
1733,2023-09-20,Neha Verma,Headphones,Electronics,3,1299
1737,2023-02-27,Rahul Mehta,Headphones,Electronics,3,1299
1738,2023-08-06,Rohit Gupta,Printer,Electronics,4,8999
1740,2023-05-26,Amit Sharma,Mouse,Electronics,4,499
1741,2023-06-05,Anjali Chauhan,Headphones,Electronics,2,1299
1742,2023-10-06,Amit Sharma,Headphones,Electronics,1,1299
1748,2023-09-10,Neha Verma,Laptop,Electronics,3,45999
1749,2023-06-24,Neha Verma,Laptop,Electronics,5,45999
1752,2023-03-13,Anjali Chauhan,Laptop,Electronics,5,45999
1753,2023-08-06,Priya Singh,Smartphone,Electronics,4,15999
1756,2023-11-18,Priya Singh,Headphones,Electronics,4,1299
1758,2023-08-08,Neha Verma,Smartphone,Electronics,3,15999
1759,2023-03-19,Rahul Mehta,Printer,Electronics,2,8999
1761,2023-07-15,Priya Singh,Laptop,Electronics,4,45999
1762,2023-07-16,Amit Sharma,Headphones,Electronics,3,1299
1763,2023-12-18,Amit Sharma,Headphones,Electronics,3,1299
1764,2023-04-17,Priya Singh,Printer,Electronics,3,8999
1766,2023-11-26,Priya Singh,Laptop,Electronics,5,45999
1767,2023-05-28,Neha Verma,Mouse,Electronics,1,499
1768,2023-07-12,Neha Verma,Smartphone,Electronics,3,15999
1773,2023-09-28,Neha Verma,Mouse,Electronics,2,499
1776,2023-07-31,Anjali Chauhan,Headphones,Electronics,5,1299
1777,2023-11-26,Amit Sharma,Printer,Electronics,3,8999
1778,2023-02-20,Neha Verma,Laptop,Electronics,5,45999
1779,2023-08-21,Anjali Chauhan,Headphones,Electronics,5,1299
1784,2023-12-31,Anjali Chauhan,Mouse,Electronics,2,499
1785,2023-09-12,Rohit Gupta,Smartphone,Electronics,4,15999
1787,2023-06-07,Neha Verma,Laptop,Electronics,5,45999
1788,2023-07-10,Rohit Gupta,Headphones,Electronics,4,1299
1789,2023-05-24,Priya Singh,Headphones,Electronics,3,1299
1790,2023-07-24,Neha Verma,Laptop,Electronics,5,45999
1792,2023-05-14,Anjali Chauhan,Laptop,Electronics,5,45999
1793,2023-10-13,Anjali Chauhan,Headphones,Electronics,3,1299
1797,2023-12-03,Rahul Mehta,Headphones,Electronics,3,1299
1798,2023-04-29,Priya Singh,Headphones,Electronics,5,1299
1802,2023-12-19,Rohit Gupta,Laptop,Electronics,1,45999
1804,2023-03-22,Rahul Mehta,Laptop,Electronics,5,45999
1808,2023-07-27,Anjali Chauhan,Headphones,Electronics,4,1299
1814,2023-10-28,Amit Sharma,Smartphone,Electronics,2,15999
1816,2023-01-14,Amit Sharma,Laptop,Electronics,2,45999
1818,2023-09-18,Neha Verma,Laptop,Electronics,1,45999
1820,2023-07-20,Rahul Mehta,Laptop,Electronics,1,45999
1822,2023-08-16,Neha Verma,Laptop,Electronics,2,45999
1825,2023-01-15,Anjali Chauhan,Laptop,Electronics,4,45999
1827,2023-05-20,Priya Singh,Headphones,Electronics,1,1299
1828,2023-06-04,Rahul Mehta,Smartphone,Electronics,4,15999
1829,2023-12-01,Rohit Gupta,Headphones,Electronics,3,1299
1831,2023-08-14,Anjali Chauhan,Laptop,Electronics,4,45999
1833,2023-07-23,Amit Sharma,Laptop,Electronics,3,45999
1834,2023-12-22,Anjali Chauhan,Printer,Electronics,3,8999
1835,2023-01-19,Neha Verma,Headphones,Electronics,4,1299
1836,2023-04-15,Anjali Chauhan,Printer,Electronics,1,8999
1837,2023-06-13,Neha Verma,Smartphone,Electronics,3,15999
1838,2023-02-20,Rahul Mehta,Mouse,Electronics,4,499
1840,2023-01-12,Rahul Mehta,Mouse,Electronics,3,499
1841,2023-11-28,Rohit Gupta,Laptop,Electronics,2,45999
1843,2023-09-08,Rohit Gupta,Mouse,Electronics,4,499
1845,2023-12-26,Anjali Chauhan,Laptop,Electronics,4,45999
1846,2023-04-03,Priya Singh,Headphones,Electronics,5,1299
1849,2023-10-14,Amit Sharma,Smartphone,Electronics,3,15999
1851,2023-01-28,Rohit Gupta,Printer,Electronics,4,8999
1852,2023-08-04,Priya Singh,Laptop,Electronics,4,45999
1853,2023-07-23,Amit Sharma,Smartphone,Electronics,1,15999
1854,2023-12-05,Anjali Chauhan,Printer,Electronics,3,8999
1855,2023-05-01,Priya Singh,Headphones,Electronics,4,1299
1857,2023-04-04,Neha Verma,Mouse,Electronics,1,499
1858,2023-08-24,Rohit Gupta,Smartphone,Electronics,2,15999
1859,2023-04-06,Rohit Gupta,Mouse,Electronics,4,499
